customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,complaint_type1,complaint_type2,complaint_type3
NH35059,Nevada,Male,College,388545,36234,105,1/0/00,Corporate Auto,Four-Door Car,504,1,0,0
QD38160,Oregon,Male,College,447177,36234,135,1/0/00,Personal Auto,SUV,972,1,0,0
BM15160,California,Female,High School or Below,849635,44624,71,1/1/00,Special Auto,Four-Door Car,73,1,1,0
VY79030,Arizona,Female,College,2250088,36234,71,1/0/00,Corporate Auto,Four-Door Car,340,1,0,0
EV19512,Nevada,Female,Master,1630196,19614,85,1/0/00,Personal Auto,Two-Door Car,574,1,0,0
TE13577,Oregon,Female,College,231973,36234,64,1/0/00,Personal Auto,Four-Door Car,632,1,0,0
WY97929,Arizona,Male,College,871704,83846,74,1/3/00,Special Auto,Four-Door Car,355,1,3,0
YG20683,Washington,Male,College,286011,51159,72,1/0/00,Personal Auto,Four-Door Car,4,1,0,0
FK75497,California,Male,College,245340,83772,62,1/0/00,Personal Auto,Two-Door Car,42,1,0,0
NE60110,Arizona,Male,College,598977,66839,154,1/0/00,Personal Auto,Sports Car,739,1,0,0
TN36521,Arizona,Female,College,2498022,88440,70,1/0/00,Personal Auto,Two-Door Car,27,1,0,0
HG33568,Arizona,Female,Master,748263,25666,63,1/2/00,Personal Auto,Four-Door Car,270,1,2,0
TW17878,Oregon,Female,High School or Below,245757,52926,61,1/0/00,Personal Auto,Four-Door Car,292,1,0,0
ZO83562,Nevada,Female,Bachelor,237974,36234,67,1/0/00,Personal Auto,Four-Door Car,494,1,0,0
CH97539,Washington,Female,Bachelor,828696,40001,70,1/0/00,Personal Auto,Four-Door Car,142,1,0,0
CV29889,California,Male,College,239391,36234,70,1/0/00,Personal Auto,Four-Door Car,425,1,0,0
MO33320,Oregon,Male,College,465715,18024,65,1/0/00,Personal Auto,Two-Door Car,312,1,0,0
QZ81258,Oregon,Female,College,1319792,36234,68,1/3/00,Personal Auto,Four-Door Car,326,1,3,0
NY56352,Oregon,Female,Bachelor,280391,23220,74,1/0/00,Personal Auto,Four-Door Car,251,1,0,0
EA27048,California,Female,High School or Below,864650,64125,108,1/0/00,Personal Auto,SUV,369,1,0,0
UT38865,Oregon,Female,College,742587,58042,62,1/0/00,Corporate Auto,Four-Door Car,161,1,0,0
QC89139,Oregon,Female,High School or Below,452873,90034,112,1/0/00,Corporate Auto,SUV,537,1,0,0
LA14484,Nevada,Male,High School or Below,222707,27972,61,1/0/00,Special Auto,Four-Door Car,292,1,0,0
HN57556,California,Female,High School or Below,729294,36234,65,1/0/00,Personal Auto,Four-Door Car,312,1,0,0
CV31235,Arizona,Male,Bachelor,318435,50989,80,1/0/00,Corporate Auto,Four-Door Car,255,1,0,0
WR45726,Arizona,Female,Bachelor,1131520,11885,101,1/0/00,Special Auto,Four-Door Car,484,1,0,0
LB25094,California,Female,Bachelor,253070,89451,63,1/0/00,Special Auto,Four-Door Car,61,1,0,0
KW56110,Oregon,Male,Bachelor,1836155,36234,182,1/0/00,Personal Auto,Luxury Car,1310,1,0,0
XO36233,Washington,Male,Bachelor,864153,78904,109,1/0/00,Personal Auto,SUV,250,1,0,0
ZX86243,Arizona,Male,Doctor,327853,70247,83,1/1/00,Personal Auto,Four-Door Car,141,1,1,0
DW29763,Arizona,Male,High School or Below,527198,32653,67,1/0/00,Personal Auto,Two-Door Car,321,1,0,0
CT83377,Washington,Male,High School or Below,376363,93595,97,1/4/00,Special Auto,Four-Door Car,49,1,4,0
OQ90898,California,Male,Master,1395556,90279,115,1/0/00,Personal Auto,SUV,372,1,0,0
GO77248,Oregon,Female,College,500152,36234,72,1/0/00,Personal Auto,Four-Door Car,542,1,0,0
QW33258,California,Male,Bachelor,708283,53310,189,1/3/00,Personal Auto,Luxury Car,1360,1,3,0
OU79745,California,Male,College,761948,36234,105,1/0/00,Personal Auto,Four-Door Car,504,1,0,0
VZ79886,Oregon,Female,Bachelor,1255088,22234,160,1/0/00,Personal Auto,SUV,768,1,0,0
FI92440,Washington,Female,High School or Below,3219660,91375,99,1/0/00,Personal Auto,Two-Door Car,72,1,0,0
YG85980,Nevada,Female,High School or Below,679377,22250,86,1/0/00,Personal Auto,Two-Door Car,720,1,0,0
QM74621,Oregon,Male,Bachelor,527231,36234,80,1/0/00,Personal Auto,Four-Door Car,576,1,0,0
EI71732,Oregon,Female,Doctor,626534,36234,84,1/1/00,Personal Auto,Four-Door Car,481,1,1,0
VN79010,California,Female,High School or Below,854758,51179,71,1/0/00,Corporate Auto,Four-Door Car,466,1,0,0
FI61723,California,Male,Bachelor,278742,38667,72,1/0/00,Personal Auto,Four-Door Car,159,1,0,0
OH55411,California,Female,Master,462680,79487,114,1/0/00,Corporate Auto,SUV,547,1,0,0
TF10720,Nevada,Female,Doctor,866336,67763,107,1/2/00,Personal Auto,Four-Door Car,41,1,2,0
NW30838,Nevada,Male,High School or Below,387222,36234,62,1/2/00,Corporate Auto,Four-Door Car,503,1,2,0
CB58476,Oregon,Female,College,517081,36234,71,1/0/00,Corporate Auto,Four-Door Car,859,1,0,0
WI69346,California,Female,Master,896028,71943,112,1/0/00,Corporate Auto,SUV,305,1,0,0
FS76657,Oregon,Female,College,547183,53526,68,1/0/00,Personal Auto,Four-Door Car,278,1,0,0
YX89016,Oregon,Male,College,3493100,35005,295,1/0/00,Personal Auto,Luxury Car,1416,1,0,0
PK28821,California,Male,College,262039,24721,67,1/0/00,Personal Auto,Four-Door Car,139,1,0,0
MB51200,Washington,Male,College,1906949,36234,102,1/2/00,Personal Auto,Four-Door Car,734,1,2,0
XG44587,Arizona,Male,Master,575744,88997,72,1/0/00,Personal Auto,Four-Door Car,174,1,0,0
FG91922,Arizona,Male,Master,4022401,48587,111,1/0/00,Personal Auto,SUV,532,1,0,0
OM99303,Arizona,Female,High School or Below,270148,76310,67,1/0/00,Personal Auto,Two-Door Car,321,1,0,0
RV67546,California,Male,Bachelor,371243,73205,92,1/0/00,Personal Auto,Four-Door Car,37,1,0,0
UJ79253,Oregon,Female,College,2185084,51056,78,1/0/00,Personal Auto,Four-Door Car,95,1,0,0
PN98247,California,Male,College,784016,58414,210,1/2/00,Personal Auto,Luxury SUV,1008,1,2,0
IB67546,California,Female,Bachelor,823703,23940,107,1/0/00,Personal Auto,SUV,513,1,0,0
OE19087,California,Female,High School or Below,224347,36234,62,1/0/00,Personal Auto,Four-Door Car,446,1,0,0
CM95716,California,Male,Bachelor,843446,44216,71,1/0/00,Personal Auto,Four-Door Car,72,1,0,0
MW62634,California,Male,High School or Below,222707,27972,61,1/0/00,Corporate Auto,Four-Door Car,292,1,0,0
QW67581,Arizona,Female,High School or Below,517002,36234,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
SN16059,California,Female,Master,264144,29305,66,1/0/00,Personal Auto,Four-Door Car,475,1,0,0
OE51254,California,Female,College,279068,53882,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
RM42344,Oregon,Male,College,274512,91757,69,1/1/00,Personal Auto,Four-Door Car,331,1,1,0
GB35238,California,Female,Bachelor,757953,33906,64,1/0/00,Personal Auto,Two-Door Car,401,1,0,0
ML82674,Oregon,Male,Bachelor,1097878,68158,139,1/1/00,Personal Auto,SUV,253,1,1,0
EI85244,California,Male,College,825506,36234,134,1/3/00,Personal Auto,SUV,643,1,3,0
DE28132,Oregon,Male,College,474773,42165,123,1/0/00,Corporate Auto,SUV,799,1,0,0
TV25678,Washington,Male,College,354090,36234,101,1/0/00,Personal Auto,SUV,727,1,0,0
TY26512,California,Male,Doctor,343613,30817,88,1/0/00,Personal Auto,Four-Door Car,91,1,0,0
OB69153,California,Male,Bachelor,258218,68074,65,1/0/00,Personal Auto,Four-Door Car,27,1,0,0
QZ77637,Washington,Female,College,1166509,84978,35353,1/1/00,Corporate Auto,Four-Door Car,166,1,1,0
XN41715,California,Female,Master,739628,71135,92,1/1/00,Personal Auto,Four-Door Car,270,1,1,0
QR15857,California,Female,College,433079,36234,61,1/0/00,Personal Auto,Two-Door Car,292,1,0,0
FL69363,Oregon,Male,Master,907576,37722,116,1/0/00,Personal Auto,Sports Car,158,1,0,0
IS30295,Arizona,Female,Bachelor,1463545,36234,139,1/0/00,Personal Auto,SUV,667,1,0,0
WA25797,Washington,Male,High School or Below,856476,95697,107,1/0/00,Personal Auto,Sports Car,178,1,0,0
NL59519,California,Female,College,1156568,64642,96,1/0/00,Personal Auto,Four-Door Car,404,1,0,0
ZU93025,Oregon,Female,College,277104,50071,71,1/0/00,Personal Auto,Two-Door Car,18,1,0,0
DK94262,Oregon,Male,High School or Below,850712,46754,106,1/1/00,Personal Auto,SUV,513,1,1,0
UQ30615,California,Male,College,758211,64801,64,1/0/00,Corporate Auto,Four-Door Car,268,1,0,0
OR40060,Arizona,Male,Bachelor,332309,70410,83,1/0/00,Personal Auto,Four-Door Car,131,1,0,0
DK32872,Nevada,Female,High School or Below,523433,66957,131,1/1/00,Personal Auto,SUV,628,1,1,0
FA46418,Nevada,Female,High School or Below,2470959,24213,78,1/1/00,Personal Auto,Four-Door Car,374,1,1,0
ER19995,Washington,Female,College,1778627,99790,6464,1/0/00,Personal Auto,Four-Door Car,178,1,0,0
KI75855,Oregon,Male,Master,255122,79751,63,1/0/00,Personal Auto,Two-Door Car,392,1,0,0
ND41876,Arizona,Male,High School or Below,724771,86122,182,1/1/00,Personal Auto,Luxury SUV,873,1,1,0
PN21042,Arizona,Male,Bachelor,453884,82297,116,1/0/00,Personal Auto,Sports Car,0,1,0,0
GJ43254,Washington,Male,College,3164210,89057,98,1/0/00,Corporate Auto,Two-Door Car,187,1,0,0
AL46984,California,Male,High School or Below,873042,43259,73,1/0/00,Personal Auto,Four-Door Car,350,1,0,0
JP58047,Oregon,Male,College,833273,36234,79,1/0/00,Personal Auto,Four-Door Car,379,1,0,0
ZE85014,California,Male,College,235774,25064,62,1/0/00,Personal Auto,Four-Door Car,297,1,0,0
KU88219,Arizona,Male,Master,463716,25816,119,1/0/00,Personal Auto,Sports Car,571,1,0,0
UU98729,California,Male,Bachelor,535719,36234,73,1/0/00,Personal Auto,Four-Door Car,350,1,0,0
WS82822,Oregon,Female,College,539197,41662,69,1/0/00,Corporate Auto,Four-Door Car,217,1,0,0
YB49933,Arizona,Male,Bachelor,369414,96170,92,1/0/00,Personal Auto,Four-Door Car,441,1,0,0
XC16387,Arizona,Female,High School or Below,504041,46072,64,1/0/00,Personal Auto,Four-Door Car,25,1,0,0
XJ96748,Arizona,Female,High School or Below,2749542,37931,99,1/0/00,Personal Auto,Four-Door Car,475,1,0,0
TM98684,Oregon,Male,High School or Below,484228,35127,62,1/0/00,Personal Auto,Four-Door Car,297,1,0,0
AY18433,Washington,Female,High School or Below,2738281,45473,76,1/0/00,Special Auto,Two-Door Car,188,1,0,0
DM74502,Nevada,Female,College,522710,93087,131,1/3/00,Corporate Auto,Sports Car,628,1,3,0
FT56968,Arizona,Male,High School or Below,259009,22398,67,1/2/00,Personal Auto,Four-Door Car,321,1,2,0
OX36896,California,Male,High School or Below,1053607,92983,87,1/1/00,Corporate Auto,Four-Door Car,153,1,1,0
BZ65376,Arizona,Male,Bachelor,858127,27689,239,1/2/00,Personal Auto,Luxury SUV,2893,1,2,0
LN34660,California,Female,College,946311,69654,118,1/0/00,Corporate Auto,SUV,629,1,0,0
JC29295,California,Female,Bachelor,1344100,80744,111,1/0/00,Personal Auto,SUV,361,1,0,0
KJ87930,California,Female,Bachelor,388650,36234,112,1/0/00,Corporate Auto,SUV,1185,1,0,0
XT36360,Arizona,Female,High School or Below,678489,36234,64,1/1/00,Personal Auto,Four-Door Car,460,1,1,0
IX35050,Arizona,Male,Bachelor,2359468,76358,66,1/0/00,Special Auto,Four-Door Car,86,1,0,0
UN97379,Oregon,Male,Bachelor,253862,18608,71,1/0/00,Corporate Auto,Four-Door Car,340,1,0,0
MR57294,California,Male,High School or Below,563994,73168,70,1/0/00,Personal Auto,Four-Door Car,425,1,0,0
UG79499,Washington,Male,Bachelor,1168137,70930,99,1/0/00,Personal Auto,Four-Door Car,190,1,0,0
UA50747,Washington,Female,High School or Below,2599775,62262,72,1/0/00,Corporate Auto,Four-Door Car,193,1,0,0
GL20444,Nevada,Female,Master,1377836,91474,113,1/0/00,Corporate Auto,Two-Door Car,24,1,0,0
SP58110,California,Female,Bachelor,492318,61469,63,1/5/00,Personal Auto,Four-Door Car,302,1,5,0
XM91635,Arizona,Female,High School or Below,227233,16618,62,1/0/00,Special Auto,Four-Door Car,219,1,0,0
TV82603,California,Female,Bachelor,1489539,48081,188,1/0/00,Personal Auto,Luxury SUV,881,1,0,0
BB82067,Oregon,Male,Doctor,975604,67632,121,1/0/00,Personal Auto,Sports Car,26,1,0,0
JP94676,Oregon,Female,Bachelor,942297,34115,119,1/0/00,Personal Auto,SUV,466,1,0,0
VU53417,Arizona,Male,High School or Below,383735,23051,99,1/0/00,Personal Auto,Two-Door Car,475,1,0,0
IW54795,California,Male,College,1095213,23748,99,1/0/00,Personal Auto,Four-Door Car,607,1,0,0
RN78170,Arizona,Female,College,815913,40589,69,1/0/00,Corporate Auto,Four-Door Car,331,1,0,0
IX55883,California,Female,College,1948049,50809,83,1/0/00,Personal Auto,Four-Door Car,290,1,0,0
XM72420,Arizona,Female,High School or Below,391936,66676,97,1/0/00,Personal Auto,Four-Door Car,558,1,0,0
GC15104,Nevada,Female,Bachelor,798514,52339,70,1/3/00,Corporate Auto,Four-Door Car,336,1,3,0
RX13282,Oregon,Male,Bachelor,1216874,14973,115,1/0/00,Personal Auto,SUV,828,1,0,0
QA85890,Arizona,Female,High School or Below,584932,36234,83,1/0/00,Corporate Auto,Four-Door Car,540,1,0,0
IR62668,Arizona,Female,Bachelor,508583,31546,65,1/0/00,Personal Auto,Four-Door Car,100,1,0,0
AL96740,California,Female,College,290393,67763,73,1/1/00,Personal Auto,Four-Door Car,59,1,1,0
SS48498,Washington,Female,College,627317,20836,79,1/0/00,Corporate Auto,Four-Door Car,193,1,0,0
PE39479,Washington,Male,College,1832141,88592,76,1/0/00,Corporate Auto,Four-Door Car,199,1,0,0
JH62891,Oregon,Female,College,517870,66943,65,1/1/00,Special Auto,Four-Door Car,53,1,1,0
FI20423,Arizona,Female,High School or Below,1402435,81872,115,1/0/00,Special Auto,Four-Door Car,256,1,0,0
PM13394,Washington,Female,College,530943,22404,70,1/1/00,Personal Auto,Four-Door Car,211,1,1,0
YV67971,California,Female,High School or Below,494980,21342,62,1/0/00,Personal Auto,Four-Door Car,74,1,0,0
QD31377,California,Male,Bachelor,859566,34621,108,1/1/00,Corporate Auto,SUV,621,1,1,0
YG10247,Oregon,Male,College,2295189,62396,64,1/0/00,Personal Auto,Four-Door Car,307,1,0,0
FE73696,Oregon,Male,High School or Below,379213,97212,93,1/0/00,Personal Auto,Two-Door Car,360,1,0,0
SW19699,Arizona,Female,Bachelor,275574,49648,70,1/0/00,Personal Auto,Four-Door Car,65,1,0,0
QJ40732,Arizona,Male,College,488033,97984,61,1/1/00,Personal Auto,Four-Door Car,407,1,1,0
HM76207,California,Female,College,905190,26308,114,1/0/00,Corporate Auto,SUV,547,1,0,0
NT59303,Oregon,Female,College,1011544,63528,256,1/0/00,Personal Auto,Luxury Car,1228,1,0,0
PU41393,Nevada,Male,College,826907,20225,114,1/1/00,Special Auto,SUV,547,1,1,0
QO86948,Nevada,Male,High School or Below,807165,36234,112,1/0/00,Personal Auto,SUV,806,1,0,0
QN10888,Oregon,Female,High School or Below,772699,87620,64,1/0/00,Personal Auto,Four-Door Car,24,1,0,0
VY19543,California,Female,Bachelor,831113,36234,72,1/0/00,Corporate Auto,Four-Door Car,311,1,0,0
XC15133,Nevada,Female,Master,257402,34990,65,1/0/00,Personal Auto,Four-Door Car,42,1,0,0
ST43550,Oregon,Male,Bachelor,572732,99934,71,1/0/00,Special Auto,Four-Door Car,460,1,0,0
FX36546,Washington,Male,Master,367914,60804,92,1/0/00,Personal Auto,Four-Door Car,213,1,0,0
JX68983,Oregon,Male,Bachelor,274451,94648,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
HX78576,California,Female,High School or Below,563674,24516,71,1/0/00,Personal Auto,Four-Door Car,300,1,0,0
ZQ11381,Arizona,Male,Bachelor,1687038,61063,85,1/0/00,Personal Auto,Four-Door Car,262,1,0,0
ON39271,California,Male,Master,273800,36234,74,1/0/00,Personal Auto,Two-Door Car,263,1,0,0
SB18278,Oregon,Male,Bachelor,464470,36234,64,1/0/00,Corporate Auto,Four-Door Car,307,1,0,0
ZT30559,California,Female,High School or Below,474668,15169,63,1/0/00,Personal Auto,Four-Door Car,302,1,0,0
XI41106,Arizona,Male,College,1687432,55390,71,1/0/00,Corporate Auto,Two-Door Car,256,1,0,0
ZS88847,Oregon,Female,Bachelor,238760,27592,62,1/0/00,Personal Auto,Four-Door Car,297,1,0,0
RU49126,Washington,Female,College,446533,61846,112,1/0/00,Personal Auto,SUV,215,1,0,0
KR62797,Arizona,Female,High School or Below,459162,83297,113,1/0/00,Personal Auto,SUV,542,1,0,0
ZJ73220,Arizona,Female,College,1309258,36234,188,1/0/00,Special Auto,Luxury Car,1353,1,0,0
FY62633,Oregon,Male,Bachelor,911226,36234,90,1/0/00,Personal Auto,Four-Door Car,432,1,0,0
CU36986,California,Female,High School or Below,416516,55897,104,1/0/00,Personal Auto,Four-Door Car,499,1,0,0
WZ53904,Arizona,Male,Bachelor,265998,21297,71,1/0/00,Personal Auto,Four-Door Car,45,1,0,0
AA71604,Arizona,Female,Master,1198659,87560,98,1/1/00,Personal Auto,Two-Door Car,470,1,1,0
TD10493,Oregon,Female,High School or Below,289873,36234,96,1/4/00,Personal Auto,Four-Door Car,691,1,4,0
LY97989,Oregon,Female,Bachelor,289424,36234,85,1/0/00,Personal Auto,Four-Door Car,408,1,0,0
VX39856,Arizona,Female,Doctor,350045,89398,86,1/0/00,Personal Auto,Four-Door Car,82,1,0,0
TP51897,California,Female,College,262180,36843,68,1/3/00,Corporate Auto,Four-Door Car,357,1,3,0
QQ89253,Oregon,Female,College,1022180,36234,134,1/0/00,Personal Auto,SUV,643,1,0,0
EI91403,California,Male,High School or Below,257827,34946,65,1/0/00,Personal Auto,Two-Door Car,420,1,0,0
QG15435,Arizona,Female,College,624259,75680,78,1/0/00,Personal Auto,Four-Door Car,136,1,0,0
FZ55002,Nevada,Female,Doctor,522028,36234,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
HX77930,Washington,Female,College,313643,49532,79,1/1/00,Personal Auto,Four-Door Car,220,1,1,0
UN37063,Arizona,Male,Bachelor,452536,10269,65,1/0/00,Personal Auto,Two-Door Car,170,1,0,0
VB87946,California,Male,College,497035,49714,63,1/3/00,Personal Auto,Four-Door Car,266,1,3,0
AB60627,California,Male,High School or Below,1546778,77517,129,1/0/00,Corporate Auto,SUV,98,1,0,0
TA34903,Oregon,Male,High School or Below,583889,81082,73,1/0/00,Personal Auto,Four-Door Car,281,1,0,0
AQ51368,Oregon,Female,Bachelor,1065688,72540,88,1/0/00,Corporate Auto,Two-Door Car,631,1,0,0
NZ26102,Oregon,Female,High School or Below,228961,36234,65,1/0/00,Personal Auto,Four-Door Car,468,1,0,0
GB45753,California,Male,High School or Below,543980,61546,68,1/0/00,Corporate Auto,Two-Door Car,29,1,0,0
BV79904,California,Female,Master,795615,44818,67,1/1/00,Personal Auto,Two-Door Car,136,1,1,0
OB49075,Arizona,Male,Bachelor,445811,17622,65,1/1/00,Personal Auto,Four-Door Car,312,1,1,0
DS97676,Oregon,Female,College,255505,36234,72,1/0/00,Personal Auto,Four-Door Car,518,1,0,0
JO63462,California,Male,Bachelor,330799,79797,84,1/0/00,Corporate Auto,Two-Door Car,31,1,0,0
NJ10602,Washington,Female,College,845905,92717,70,1/0/00,Personal Auto,Two-Door Car,224,1,0,0
RS24501,Oregon,Female,College,1335012,28919,173,1/0/00,Personal Auto,SUV,830,1,0,0
VT78274,Arizona,Male,College,493122,36234,68,1/0/00,Personal Auto,Four-Door Car,480,1,0,0
SU56153,Nevada,Male,Bachelor,777683,63568,65,1/0/00,Corporate Auto,Two-Door Car,390,1,0,0
MN20737,Nevada,Female,College,255367,73935,64,1/1/00,Corporate Auto,Four-Door Car,72,1,1,0
KL43114,Arizona,Female,High School or Below,487646,36234,66,1/0/00,Corporate Auto,Two-Door Car,316,1,0,0
YQ15567,Oregon,Female,Bachelor,903430,18846,115,1/0/00,Personal Auto,SUV,552,1,0,0
TR88637,Arizona,Female,High School or Below,810591,38893,103,1/0/00,Personal Auto,SUV,41,1,0,0
TC88986,Oregon,Male,High School or Below,561968,36234,153,1/0/00,Special Auto,SUV,1027,1,0,0
XX88577,California,Male,Bachelor,1572713,84824,196,1/0/00,Corporate Auto,SUV,319,1,0,0
NE49052,California,Female,High School or Below,661801,20068,86,1/0/00,Corporate Auto,Four-Door Car,411,1,0,0
KX17826,Oregon,Male,Doctor,467004,36234,125,1/0/00,Corporate Auto,SUV,600,1,0,0
CC91503,Arizona,Female,High School or Below,1016936,36234,135,1/0/00,Personal Auto,Sports Car,648,1,0,0
WH32183,California,Male,Bachelor,832307,97245,70,1/0/00,Personal Auto,Four-Door Car,4,1,0,0
ES90681,California,Female,College,241776,51808,61,1/1/00,Personal Auto,Four-Door Car,351,1,1,0
DW96592,California,Male,Bachelor,804487,71391,67,1/0/00,Personal Auto,Four-Door Car,284,1,0,0
MT23134,Oregon,Male,High School or Below,532572,36234,73,1/0/00,Personal Auto,Two-Door Car,496,1,0,0
BM69081,Arizona,Male,Bachelor,694752,36234,100,1/0/00,Personal Auto,SUV,925,1,0,0
MB90871,Oregon,Female,College,584741,23496,77,1/0/00,Special Auto,Four-Door Car,13,1,0,0
GT62080,Washington,Male,High School or Below,0,55561,63,1/0/00,Personal Auto,Four-Door Car,227,1,0,0
QL77686,Nevada,Female,College,472478,23986,119,1/0/00,Corporate Auto,SUV,463,1,0,0
ON77827,Arizona,Female,Master,279022,22974,71,1/0/00,Personal Auto,Four-Door Car,180,1,0,0
KP18988,Oregon,Female,High School or Below,2153133,36234,101,1/0/00,Personal Auto,Four-Door Car,484,1,0,0
TI92884,Arizona,Male,Bachelor,1262283,61844,106,1/0/00,Personal Auto,Sports Car,508,1,0,0
JH73503,Arizona,Male,Doctor,2017196,24804,73,1/0/00,Personal Auto,Two-Door Car,350,1,0,0
YE97964,California,Female,Bachelor,1646436,27760,104,1/0/00,Personal Auto,SUV,302,1,0,0
VA30351,Oregon,Female,High School or Below,559538,74454,71,1/0/00,Personal Auto,Four-Door Car,340,1,0,0
PV55726,Oregon,Female,Master,417068,29462,107,1/1/00,Personal Auto,SUV,513,1,1,0
UC88305,Arizona,Female,College,266544,52266,68,1/0/00,Corporate Auto,Two-Door Car,141,1,0,0
TS53809,Oregon,Male,Bachelor,709891,36234,70,1/0/00,Personal Auto,Two-Door Car,349,1,0,0
ZV32120,California,Male,Doctor,397134,23599,103,1/0/00,Corporate Auto,SUV,494,1,0,0
FB80807,Oregon,Male,Bachelor,552821,36088,72,1/0/00,Personal Auto,Four-Door Car,345,1,0,0
AS55677,California,Female,High School or Below,833899,70534,104,1/0/00,Personal Auto,Four-Door Car,54,1,0,0
WA15684,Oregon,Male,College,3844585,27398,125,1/1/00,Personal Auto,SUV,600,1,1,0
SA50567,Nevada,Male,Bachelor,544855,85296,68,1/0/00,Personal Auto,Four-Door Car,342,1,0,0
KJ31611,Arizona,Male,High School or Below,1080806,31063,92,1/0/00,Personal Auto,Four-Door Car,441,1,0,0
VL37375,California,Male,Bachelor,618509,36234,92,1/0/00,Personal Auto,Two-Door Car,1027,1,0,0
KN21017,Nevada,Male,High School or Below,320822,52367,81,1/0/00,Personal Auto,Four-Door Car,275,1,0,0
PX44289,Arizona,Male,College,548010,58651,71,1/0/00,Personal Auto,Four-Door Car,472,1,0,0
AM97901,Nevada,Female,College,2298615,84831,192,1/0/00,Special Auto,Sports Car,1336,1,0,0
RE42925,Oregon,Male,Bachelor,1310792,49088,114,1/1/00,Corporate Auto,SUV,547,1,1,0
TR81766,California,Female,College,746292,70263,93,1/0/00,Corporate Auto,Two-Door Car,7,1,0,0
CH85057,Oregon,Female,Doctor,1146399,45354,285,1/0/00,Personal Auto,Luxury SUV,540,1,0,0
UP71482,Arizona,Male,High School or Below,723613,36234,63,1/0/00,Personal Auto,Four-Door Car,383,1,0,0
EG40670,California,Female,Bachelor,623268,28334,83,1/0/00,Special Auto,Four-Door Car,537,1,0,0
HV83672,Oregon,Female,Bachelor,2839332,38772,90,1/0/00,Personal Auto,Four-Door Car,321,1,0,0
MG10140,Oregon,Female,College,374675,41479,94,1/1/00,Personal Auto,Two-Door Car,19,1,1,0
TC44716,California,Male,Bachelor,2156933,23909,119,1/0/00,Personal Auto,SUV,571,1,0,0
QO65264,California,Male,College,501208,48328,63,1/0/00,Personal Auto,Two-Door Car,108,1,0,0
EB66698,California,Male,High School or Below,337185,86689,85,1/0/00,Corporate Auto,Two-Door Car,408,1,0,0
OT52034,California,Male,Bachelor,386477,24204,99,1/1/00,Personal Auto,Four-Door Car,707,1,1,0
CH85444,Oregon,Male,College,414571,25943,110,1/0/00,Corporate Auto,Two-Door Car,1067,1,0,0
PU85769,California,Male,High School or Below,515607,36234,73,1/0/00,Personal Auto,Four-Door Car,807,1,0,0
UI73201,California,Male,College,366737,62375,92,1/0/00,Personal Auto,Two-Door Car,618,1,0,0
SL50592,California,Female,High School or Below,783568,36234,71,1/0/00,Corporate Auto,Four-Door Car,404,1,0,0
XP11075,Arizona,Male,Bachelor,1456726,36234,148,1/0/00,Personal Auto,SUV,710,1,0,0
SI31236,Oregon,Male,Bachelor,1017133,70200,65,1/0/00,Corporate Auto,Four-Door Car,312,1,0,0
JN26745,Nevada,Female,Bachelor,413577,36234,112,1/0/00,Special Auto,Four-Door Car,707,1,0,0
VK48036,Oregon,Female,College,551149,79027,70,1/0/00,Corporate Auto,Four-Door Car,336,1,0,0
JX76668,Washington,Female,High School or Below,1131424,62935,141,1/0/00,Personal Auto,Sports Car,232,1,0,0
DS45802,California,Female,High School or Below,541461,26893,68,1/0/00,Personal Auto,Four-Door Car,68,1,0,0
OA96690,Oregon,Female,High School or Below,742159,47406,94,1/1/00,Personal Auto,Four-Door Car,287,1,1,0
EM27919,California,Male,Bachelor,445811,17622,65,1/1/00,Personal Auto,Four-Door Car,312,1,1,0
QO41043,Oregon,Female,College,1447612,27572,124,1/0/00,Corporate Auto,SUV,595,1,0,0
OV50124,Oregon,Female,College,493688,36234,72,1/2/00,Personal Auto,Two-Door Car,391,1,2,0
PR31642,Oregon,Female,Bachelor,452527,32802,114,1/0/00,Personal Auto,SUV,547,1,0,0
BU41599,Washington,Female,Master,558176,62739,70,1/0/00,Personal Auto,Two-Door Car,239,1,0,0
TK30357,California,Female,Bachelor,1413434,90844,118,1/0/00,Personal Auto,SUV,232,1,0,0
NF31087,Nevada,Female,High School or Below,2472318,44685,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
NH16984,California,Female,Bachelor,283806,36234,80,1/0/00,Personal Auto,Four-Door Car,336,1,0,0
OS75493,California,Female,High School or Below,384848,42589,98,1/0/00,Corporate Auto,Four-Door Car,470,1,0,0
VT63298,Oregon,Male,Bachelor,1950447,36234,72,1/0/00,Personal Auto,Four-Door Car,345,1,0,0
QS75550,Washington,Female,Bachelor,248004,93383,62,1/0/00,Corporate Auto,Two-Door Car,244,1,0,0
SZ16483,Arizona,Female,High School or Below,436137,79583,109,1/2/00,Personal Auto,Four-Door Car,523,1,2,0
VM92311,Arizona,Female,High School or Below,252907,89129,64,1/0/00,Personal Auto,Four-Door Car,328,1,0,0
